,ind,title,text,label,tok_nums
188,188,theblithedaleromance,"It still impresses me as almost a matter of regret that I did not die then, when I had tolerably made up my mind to it; for Hollingsworth would have gone with me to the hither verge of life, and have sent his friendly and hopeful accents far over on the other side, while I should be treading the unknown path.  Now, were I to send for him, he would hardly come to my bedside, nor should I depart the easier for his presence.",romantic_reunion,"[101, 2009, 2145, 17894, 2229, 2033, 2004, 2471, 1037, 3043, 1997, 9038, 2008, 1045, 2106, 2025, 3280, 2059, 1010, 2043, 1045, 2018, 2000, 3917, 8231, 2081, 2039, 2026, 2568, 2000, 2009, 1025, 2005, 7570, 13112, 12255, 2052, 2031, 2908, 2007, 2033, 2000, 1996, 2718, 5886, 16079, 1997, 2166, 1010, 1998, 2031, 2741, 2010, 5379, 1998, 17772, 24947, 2521, 2058, 2006, 1996, 2060, 2217, 1010, 2096, 1045, 2323, 2022, 29449, 2075, 1996, 4242, 4130, 1012, 2085, 1010, 2020, 1045, 2000, 4604, 2005, 2032, 1010, 2002, 2052, 6684, 2272, 2000, 2026, 19475, 1010, 4496, 2323, 1045, 18280, 1996, 6082, 2005, 2010, 3739, 1012, 102]"
189,189,theblithedaleromance,"
""Have you nothing to do in life,"" asked Hollingsworth, ""that you fancy yourself so ready to leave it?"" ""Nothing,"" answered I; ""nothing that I know of, unless to make pretty verses, and play a part, with Zenobia and the rest of the amateurs, in our pastoral.  It seems but an unsubstantial sort of business, as viewed through a mist of fever."" ",hopeless_empty_agony,"[101, 1000, 2031, 2017, 2498, 2000, 2079, 1999, 2166, 1010, 1000, 2356, 7570, 13112, 12255, 1010, 1000, 2008, 2017, 11281, 4426, 2061, 3201, 2000, 2681, 2009, 1029, 1000, 1000, 2498, 1010, 1000, 4660, 1045, 1025, 1000, 2498, 2008, 1045, 2113, 1997, 1010, 4983, 2000, 2191, 3492, 11086, 1010, 1998, 2377, 1037, 2112, 1010, 2007, 16729, 16429, 2401, 1998, 1996, 2717, 1997, 1996, 24361, 1010, 1999, 2256, 13645, 1012, 2009, 3849, 2021, 2019, 4895, 6342, 5910, 5794, 20925, 4066, 1997, 2449, 1010, 2004, 7021, 2083, 1037, 11094, 1997, 9016, 1012, 1000, 102]"
190,190,theblithedaleromance,"She had seen pictures, I suppose, of drowned persons in lithe and graceful attitudes. And she deemed it well and decorous to die as so many village maidens have, wronged in their first love, and seeking peace in the bosom of the old familiar stream,--so familiar that they could not dread it,--where, in childhood, they used to bathe their little feet, wading mid-leg deep, unmindful of wet skirts.  ",romantic_reunion,"[101, 2016, 2018, 2464, 4620, 1010, 1045, 6814, 1010, 1997, 12805, 5381, 1999, 5507, 5369, 1998, 19415, 13818, 1012, 1998, 2016, 8357, 2009, 2092, 1998, 25545, 3560, 2000, 3280, 2004, 2061, 2116, 2352, 10494, 2015, 2031, 1010, 3308, 2098, 1999, 2037, 2034, 2293, 1010, 1998, 6224, 3521, 1999, 1996, 8945, 25426, 1997, 1996, 2214, 5220, 5460, 1010, 1011, 1011, 2061, 5220, 2008, 2027, 2071, 2025, 14436, 2009, 1010, 1011, 1011, 2073, 1010, 1999, 5593, 1010, 2027, 2109, 2000, 7198, 2063, 2037, 2210, 2519, 1010, 28380, 3070, 3054, 1011, 4190, 2784, 1010, 4895, 23356, 3993, 1997, 4954, 18184, 1012, 102]"
191,191,theblithedaleromance,"But in Zenobia's case there was some tint of the Arcadian affectation that had been visible enough in all our lives for a few months past. This, however, to my conception, takes nothing from the tragedy.  For, has not the world come to an awfully sophisticated pass, when, after a certain degree of acquaintance with it, we cannot even put ourselves to death in whole-hearted simplicity?  ",senseless_meaning_making,"[101, 2021, 1999, 16729, 16429, 2401, 1005, 1055, 2553, 2045, 2001, 2070, 9543, 2102, 1997, 1996, 25178, 2078, 7461, 3370, 2008, 2018, 2042, 5710, 2438, 1999, 2035, 2256, 3268, 2005, 1037, 2261, 2706, 2627, 1012, 2023, 1010, 2174, 1010, 2000, 2026, 13120, 1010, 3138, 2498, 2013, 1996, 10576, 1012, 2005, 1010, 2038, 2025, 1996, 2088, 2272, 2000, 2019, 9643, 2135, 12138, 3413, 1010, 2043, 1010, 2044, 1037, 3056, 3014, 1997, 18363, 2007, 2009, 1010, 2057, 3685, 2130, 2404, 9731, 2000, 2331, 1999, 2878, 1011, 18627, 17839, 1029, 102]"
192,192,thecustomofthecountry,"She had always, when it came to that, done what her father and mother wanted, but she'd given up trying to make out what they were after, unless it was to make her miserable; and if that was it, hadn't they had enough of it by this time? She had, anyhow. But after this she meant to lead her own life; and they needn't ask her where she was going, or what she meant to do, because this time she'd die before she told them--and they'd made life so hateful to her that she only wished she was dead already.",noble_agented,"[101, 2016, 2018, 2467, 1010, 2043, 2009, 2234, 2000, 2008, 1010, 2589, 2054, 2014, 2269, 1998, 2388, 2359, 1010, 2021, 2016, 1005, 1040, 2445, 2039, 2667, 2000, 2191, 2041, 2054, 2027, 2020, 2044, 1010, 4983, 2009, 2001, 2000, 2191, 2014, 13736, 1025, 1998, 2065, 2008, 2001, 2009, 1010, 2910, 1005, 1056, 2027, 2018, 2438, 1997, 2009, 2011, 2023, 2051, 1029, 2016, 2018, 1010, 2151, 14406, 1012, 2021, 2044, 2023, 2016, 3214, 2000, 2599, 2014, 2219, 2166, 1025, 1998, 2027, 2342, 2078, 1005, 1056, 3198, 2014, 2073, 2016, 2001, 2183, 1010, 2030, 2054, 2016, 3214, 2000, 2079, 1010, 2138, 2023, 2051, 2016, 1005, 1040, 3280, 2077, 2016, 2409, 2068, 1011, 1011, 1998, 2027, 1005, 1040, 2081, 2166, 2061, 5223, 3993, 2000, 2014, 2008, 2016, 2069, 6257, 2016, 2001, 2757, 2525, 1012, 102]"
193,193,thecustomofthecountry,"""My dear, I was on the brink of suicide when I saw your name in the visitors' list,"" she explained; and Undine felt like answering that she had nearly reached the same pass when the Princess's thin little hand had been held out to her. For the moment she was dizzy with the effect of that random gesture. Here she was, at the lowest ebb of her fortunes, miraculously rehabilitated, reinstated, and restored to the old victorious sense of her youth and her power! Her sole graces, her unaided personality, had worked the miracle; how should she not trust in them hereafter?",romantic_reunion,"[101, 1000, 2026, 6203, 1010, 1045, 2001, 2006, 1996, 20911, 1997, 5920, 2043, 1045, 2387, 2115, 2171, 1999, 1996, 5731, 1005, 2862, 1010, 1000, 2016, 4541, 1025, 1998, 6151, 3170, 2371, 2066, 10739, 2008, 2016, 2018, 3053, 2584, 1996, 2168, 3413, 2043, 1996, 4615, 1005, 1055, 4857, 2210, 2192, 2018, 2042, 2218, 2041, 2000, 2014, 1012, 2005, 1996, 2617, 2016, 2001, 14849, 2007, 1996, 3466, 1997, 2008, 6721, 9218, 1012, 2182, 2016, 2001, 1010, 2012, 1996, 7290, 1041, 10322, 1997, 2014, 18023, 1010, 26106, 2135, 24497, 18622, 16238, 1010, 18671, 1010, 1998, 5854, 2000, 1996, 2214, 13846, 3168, 1997, 2014, 3360, 1998, 2014, 2373, 999, 2014, 7082, 4519, 2015, 1010, 2014, 14477, 14097, 6180, 1010, 2018, 2499, 1996, 9727, 1025, 2129, 2323, 2016, 2025, 3404, 1999, 2068, 2182, 10354, 3334, 1029, 102]"
194,194,thecustomofthecountry,"As he raised himself he listened again, and this time he distinctly heard the old servant's steps on the stairs. He passed his left hand over the side of his head, and down the curve of the skull behind the ear. He said to himself: ""My wife ... this will make it all right for her...."" and a last flash of irony twitched through him. Then he felt again, more deliberately, for the spot he wanted, and put the muzzle of his revolver against it.",guilt_penance_self_loathing,"[101, 2004, 2002, 2992, 2370, 2002, 7791, 2153, 1010, 1998, 2023, 2051, 2002, 19517, 2657, 1996, 2214, 7947, 1005, 1055, 4084, 2006, 1996, 5108, 1012, 2002, 2979, 2010, 2187, 2192, 2058, 1996, 2217, 1997, 2010, 2132, 1010, 1998, 2091, 1996, 7774, 1997, 1996, 7412, 2369, 1996, 4540, 1012, 2002, 2056, 2000, 2370, 1024, 1000, 2026, 2564, 1012, 1012, 1012, 2023, 2097, 2191, 2009, 2035, 2157, 2005, 2014, 1012, 1012, 1012, 1012, 1000, 1998, 1037, 2197, 5956, 1997, 19728, 16767, 2083, 2032, 1012, 2059, 2002, 2371, 2153, 1010, 2062, 9969, 1010, 2005, 1996, 3962, 2002, 2359, 1010, 1998, 2404, 1996, 17750, 1997, 2010, 17863, 2114, 2009, 1012, 102]"
195,195,thegoodsoldier,"She had lived with the Ashburnhams ever since she had been of the age of thirteen, when her mother was said to have committed suicide owing to the brutalities of her father. ",hopeless_empty_agony,"[101, 2016, 2018, 2973, 2007, 1996, 6683, 8022, 3511, 2015, 2412, 2144, 2016, 2018, 2042, 1997, 1996, 2287, 1997, 7093, 1010, 2043, 2014, 2388, 2001, 2056, 2000, 2031, 5462, 5920, 11427, 2000, 1996, 12077, 6447, 1997, 2014, 2269, 1012, 102]"
196,196,thegoodsoldier,"""I think it was stupid of Florence to commit suicide.""",cowardice_foolish_unpleasant,"[101, 1000, 1045, 2228, 2009, 2001, 5236, 1997, 7701, 2000, 10797, 5920, 1012, 1000, 102]"
197,197,thegoodsoldier,I had no possible guide to the idea of suicide and the sight of the little flask of nitrate of amyl in Florence's hand suggested instantly to my mind the idea of the failure of her heart. ,senseless_meaning_making,"[101, 1045, 2018, 2053, 2825, 5009, 2000, 1996, 2801, 1997, 5920, 1998, 1996, 4356, 1997, 1996, 2210, 13109, 19895, 1997, 29607, 1997, 6864, 2140, 1999, 7701, 1005, 1055, 2192, 4081, 6880, 2000, 2026, 2568, 1996, 2801, 1997, 1996, 4945, 1997, 2014, 2540, 1012, 102]"
198,198,thegoodsoldier,"Nitrate of amyl, you understand, is the drug that is given to relieve sufferers from angina pectoris. Seeing Florence, as I had seen her, running with a white face and with one hand held over her heart, and seeing her, as I immediately afterwards saw her, lying upon her bed with the so familiar little brown flask clenched in her fingers, it was natural enough for my mind to frame the idea. As happened now and again, I thought, she had gone out without her remedy and, having felt an attack coming on whilst she was in the gardens, she had run in to get the nitrate in order, as quickly as possible, to obtain relief. And it was equally inevitable my mind should frame the thought that her heart, unable to stand the strain of the running, should have broken in her side. How could I have known that, during all the years of our married life, that little brown flask had contained, not nitrate of amyl, but prussic acid? It was inconceivable.",senseless_meaning_making,"[101, 29607, 1997, 6864, 2140, 1010, 2017, 3305, 1010, 2003, 1996, 4319, 2008, 2003, 2445, 2000, 15804, 9015, 2545, 2013, 17076, 3981, 21877, 16761, 2483, 1012, 3773, 7701, 1010, 2004, 1045, 2018, 2464, 2014, 1010, 2770, 2007, 1037, 2317, 2227, 1998, 2007, 2028, 2192, 2218, 2058, 2014, 2540, 1010, 1998, 3773, 2014, 1010, 2004, 1045, 3202, 5728, 2387, 2014, 1010, 4688, 2588, 2014, 2793, 2007, 1996, 2061, 5220, 2210, 2829, 13109, 19895, 8555, 1999, 2014, 3093, 1010, 2009, 2001, 3019, 2438, 2005, 2026, 2568, 2000, 4853, 1996, 2801, 1012, 2004, 3047, 2085, 1998, 2153, 1010, 1045, 2245, 1010, 2016, 2018, 2908, 2041, 2302, 2014, 19519, 1998, 1010, 2383, 2371, 2019, 2886, 2746, 2006, 5819, 2016, 2001, 1999, 1996, 5822, 1010, 2016, 2018, 2448, 1999, 2000, 2131, 1996, 29607, 1999, 2344, 1010, 2004, 2855, 2004, 2825, 1010, 2000, 6855, 4335, 1012, 1998, 2009, 2001, 8053, 13418, 2026, 2568, 2323, 4853, 1996, 2245, 2008, 2014, 2540, 1010, 4039, 2000, 3233, 1996, 10178, 1997, 1996, 2770, 1010, 2323, 2031, 3714, 1999, 2014, 2217, 1012, 2129, 2071, 1045, 2031, 2124, 2008, 1010, 2076, 2035, 1996, 2086, 1997, 2256, 2496, 2166, 1010, 2008, 2210, 2829, 13109, 19895, 2018, 4838, 1010, 2025, 29607, 1997, 6864, 2140, 1010, 2021, 10975, 17854, 2594, 5648, 1029, 2009, 2001, 4297, 2239, 3401, 11444, 3468, 1012, 102]"
199,199,thegoodsoldier,"It can't have been only Bagshawe. Her face was contorted with agony before ever her eyes fell upon me or upon him beside me. But I dare say Bagshawe may have been the determining influence in her suicide. Leonora says that she had that flask, apparently of nitrate of amyl, but actually of prussic acid, for many years and that she was determined to use it if ever I discovered the nature of her relationship with that fellow Jimmy. ",guilt_penance_self_loathing,"[101, 2009, 2064, 1005, 1056, 2031, 2042, 2069, 8641, 14238, 2063, 1012, 2014, 2227, 2001, 9530, 25485, 2098, 2007, 12812, 2077, 2412, 2014, 2159, 3062, 2588, 2033, 2030, 2588, 2032, 3875, 2033, 1012, 2021, 1045, 8108, 2360, 8641, 14238, 2063, 2089, 2031, 2042, 1996, 12515, 3747, 1999, 2014, 5920, 1012, 6506, 6525, 2758, 2008, 2016, 2018, 2008, 13109, 19895, 1010, 4593, 1997, 29607, 1997, 6864, 2140, 1010, 2021, 2941, 1997, 10975, 17854, 2594, 5648, 1010, 2005, 2116, 2086, 1998, 2008, 2016, 2001, 4340, 2000, 2224, 2009, 2065, 2412, 1045, 3603, 1996, 3267, 1997, 2014, 3276, 2007, 2008, 3507, 5261, 1012, 102]"
200,200,thepictureofdoriangray,"You see, the mainspring of her nature must have been vanity. There is no reason why it shouldn't have been; I guess it is vanity that makes most of us keep straight, if we do keep straight, in this world.",guilt_penance_self_loathing,"[101, 2017, 2156, 1010, 1996, 2364, 13102, 4892, 1997, 2014, 3267, 2442, 2031, 2042, 18736, 1012, 2045, 2003, 2053, 3114, 2339, 2009, 5807, 1005, 1056, 2031, 2042, 1025, 1045, 3984, 2009, 2003, 18736, 2008, 3084, 2087, 1997, 2149, 2562, 3442, 1010, 2065, 2057, 2079, 2562, 3442, 1010, 1999, 2023, 2088, 1012, 102]"
201,201,thepictureofdoriangray,"But what she didn't want me to know was the fact of her first escapade with the fellow called Jimmy. She had arrived at figuring out the sort of low-down Bowery tough that that fellow was. Do you know what it is to shudder, in later life, for some small, stupid action, usually for some small, quite genuine piece of emotionalism, of your early life? Well, it was that sort of shuddering that came over Florence at the thought that she had surrendered to such a low fellow. ",guilt_penance_self_loathing,"[101, 2021, 2054, 2016, 2134, 1005, 1056, 2215, 2033, 2000, 2113, 2001, 1996, 2755, 1997, 2014, 2034, 9686, 17695, 9648, 2007, 1996, 3507, 2170, 5261, 1012, 2016, 2018, 3369, 2012, 23218, 2041, 1996, 4066, 1997, 2659, 1011, 2091, 6812, 7301, 7823, 2008, 2008, 3507, 2001, 1012, 2079, 2017, 2113, 2054, 2009, 2003, 2000, 18261, 1010, 1999, 2101, 2166, 1010, 2005, 2070, 2235, 1010, 5236, 2895, 1010, 2788, 2005, 2070, 2235, 1010, 3243, 10218, 3538, 1997, 6832, 2964, 1010, 1997, 2115, 2220, 2166, 1029, 2092, 1010, 2009, 2001, 2008, 4066, 1997, 25735, 2008, 2234, 2058, 7701, 2012, 1996, 2245, 2008, 2016, 2018, 10795, 2000, 2107, 1037, 2659, 3507, 1012, 102]"
202,202,thepictureofdoriangray,"Anyhow, I am convinced that the sight of Mr Bagshawe and the thought that Mr Bagshawe, for she knew that unpleasant and toadlike personality, the thought that Mr Bagshawe would almost certainly reveal to me that he had caught her coming out of Jimmy's bedroom at five o'clock in the morning on the 4th of August, 1900; that was the determining influence in her suicide. ",guilt_penance_self_loathing,"[101, 2151, 14406, 1010, 1045, 2572, 6427, 2008, 1996, 4356, 1997, 2720, 8641, 14238, 2063, 1998, 1996, 2245, 2008, 2720, 8641, 14238, 2063, 1010, 2005, 2016, 2354, 2008, 16010, 1998, 21344, 10359, 6180, 1010, 1996, 2245, 2008, 2720, 8641, 14238, 2063, 2052, 2471, 5121, 7487, 2000, 2033, 2008, 2002, 2018, 3236, 2014, 2746, 2041, 1997, 5261, 1005, 1055, 5010, 2012, 2274, 1051, 1005, 5119, 1999, 1996, 2851, 2006, 1996, 4343, 1997, 2257, 1010, 5141, 1025, 2008, 2001, 1996, 12515, 3747, 1999, 2014, 5920, 1012, 102]"
203,203,thepictureofdoriangray,"And no doubt the effect of the date was too much for her superstitious personality. She had been born on the 4th of August; she had started to go round the world on the 4th of August; she had become a low fellow's mistress on the 4th of August. On the same day of the year she had married me; on that 4th she had lost Edward's love, and Bagshawe had appeared like a sinister omen, like a grin on the face of Fate. It was the last straw. ",hopeless_empty_agony,"[101, 1998, 2053, 4797, 1996, 3466, 1997, 1996, 3058, 2001, 2205, 2172, 2005, 2014, 3565, 16643, 20771, 6180, 1012, 2016, 2018, 2042, 2141, 2006, 1996, 4343, 1997, 2257, 1025, 2016, 2018, 2318, 2000, 2175, 2461, 1996, 2088, 2006, 1996, 4343, 1997, 2257, 1025, 2016, 2018, 2468, 1037, 2659, 3507, 1005, 1055, 10414, 2006, 1996, 4343, 1997, 2257, 1012, 2006, 1996, 2168, 2154, 1997, 1996, 2095, 2016, 2018, 2496, 2033, 1025, 2006, 2008, 4343, 2016, 2018, 2439, 3487, 1005, 1055, 2293, 1010, 1998, 8641, 14238, 2063, 2018, 2596, 2066, 1037, 16491, 18168, 2368, 1010, 2066, 1037, 5861, 2006, 1996, 2227, 1997, 6580, 1012, 2009, 2001, 1996, 2197, 13137, 1012, 102]"
204,204,thepictureofdoriangray,"She ran upstairs, arranged herself decoratively upon her bed--she was a sweetly pretty woman with smooth pink and white cheeks, long hair, the eyelashes falling like a tiny curtain on her cheeks. She drank the little phial of prussic acid and there she lay. O, extremely charming and clear-cut, looking with a puzzled expression at the electric-light bulb that hung from the ceiling, or perhaps through it, to the stars above. Who knows? Anyhow, there was an end of Florence.",romantic_reunion,"[101, 2016, 2743, 8721, 1010, 5412, 2841, 11584, 2135, 2588, 2014, 2793, 1011, 1011, 2016, 2001, 1037, 22557, 3492, 2450, 2007, 5744, 5061, 1998, 2317, 6029, 1010, 2146, 2606, 1010, 1996, 25150, 4634, 2066, 1037, 4714, 11002, 2006, 2014, 6029, 1012, 2016, 10749, 1996, 2210, 13569, 2389, 1997, 10975, 17854, 2594, 5648, 1998, 2045, 2016, 3913, 1012, 1051, 1010, 5186, 11951, 1998, 3154, 1011, 3013, 1010, 2559, 2007, 1037, 14909, 3670, 2012, 1996, 3751, 1011, 2422, 20581, 2008, 5112, 2013, 1996, 5894, 1010, 2030, 3383, 2083, 2009, 1010, 2000, 1996, 3340, 2682, 1012, 2040, 4282, 1029, 2151, 14406, 1010, 2045, 2001, 2019, 2203, 1997, 7701, 1012, 102]"
205,205,thepictureofdoriangray,"The end was perfectly plain to each of them; it was perfectly manifest at this stage that, if the girl did not, in Leonora's phrase, ""belong to Edward,"" Edward must die, the girl must lose her reason because Edward died, and, that after a time, Leonora, who was the coldest and the strongest of the three, would console herself by marrying Rodney Bayham and have a quiet, comfortable, good time. ",romantic_reunion,"[101, 1996, 2203, 2001, 6669, 5810, 2000, 2169, 1997, 2068, 1025, 2009, 2001, 6669, 19676, 2012, 2023, 2754, 2008, 1010, 2065, 1996, 2611, 2106, 2025, 1010, 1999, 6506, 6525, 1005, 1055, 7655, 1010, 1000, 7141, 2000, 3487, 1010, 1000, 3487, 2442, 3280, 1010, 1996, 2611, 2442, 4558, 2014, 3114, 2138, 3487, 2351, 1010, 1998, 1010, 2008, 2044, 1037, 2051, 1010, 6506, 6525, 1010, 2040, 2001, 1996, 3147, 4355, 1998, 1996, 10473, 1997, 1996, 2093, 1010, 2052, 10122, 2841, 2011, 13516, 13898, 3016, 3511, 1998, 2031, 1037, 4251, 1010, 6625, 1010, 2204, 2051, 1012, 102]"
206,206,thepictureofdoriangray,"That end, on that night, whilst Leonora sat in the girl's bedroom and Edward telephoned down below, that end was plainly manifest. The girl, plainly, was half-mad already; Edward was half dead; only Leonora, active, persistent, instinct with her cold passion of energy, was ""doing things"". ",hopeless_empty_agony,"[101, 2008, 2203, 1010, 2006, 2008, 2305, 1010, 5819, 6506, 6525, 2938, 1999, 1996, 2611, 1005, 1055, 5010, 1998, 3487, 7026, 2094, 2091, 2917, 1010, 2008, 2203, 2001, 24250, 19676, 1012, 1996, 2611, 1010, 24250, 1010, 2001, 2431, 1011, 5506, 2525, 1025, 3487, 2001, 2431, 2757, 1025, 2069, 6506, 6525, 1010, 3161, 1010, 14516, 1010, 12753, 2007, 2014, 3147, 6896, 1997, 2943, 1010, 2001, 1000, 2725, 2477, 1000, 1012, 102]"
207,207,thepictureofdoriangray,"What then, should they have done? Worked out in the extinction of two very splendid personalities, for Edward and the girl were splendid personalities, in order that a third personality, more normal, should have, after a long period of trouble, a quiet, comfortable, good time.",senseless_meaning_making,"[101, 2054, 2059, 1010, 2323, 2027, 2031, 2589, 1029, 2499, 2041, 1999, 1996, 14446, 1997, 2048, 2200, 21459, 12857, 1010, 2005, 3487, 1998, 1996, 2611, 2020, 21459, 12857, 1010, 1999, 2344, 2008, 1037, 2353, 6180, 1010, 2062, 3671, 1010, 2323, 2031, 1010, 2044, 1037, 2146, 2558, 1997, 4390, 1010, 1037, 4251, 1010, 6625, 1010, 2204, 2051, 1012, 102]"
208,208,thepictureofdoriangray,"I don't know why I should always be selected to be serviceable. I don't resent it, but I have never been the least good. Florence selected me for her own purposes, and I was no good to her; Edward called me to come and have a chat with him, and I couldn't stop him cutting his throat.",senseless_meaning_making,"[101, 1045, 2123, 1005, 1056, 2113, 2339, 1045, 2323, 2467, 2022, 3479, 2000, 2022, 2326, 3085, 1012, 1045, 2123, 1005, 1056, 24501, 4765, 2009, 1010, 2021, 1045, 2031, 2196, 2042, 1996, 2560, 2204, 1012, 7701, 3479, 2033, 2005, 2014, 2219, 5682, 1010, 1998, 1045, 2001, 2053, 2204, 2000, 2014, 1025, 3487, 2170, 2033, 2000, 2272, 1998, 2031, 1037, 11834, 2007, 2032, 1010, 1998, 1045, 2481, 1005, 1056, 2644, 2032, 6276, 2010, 3759, 1012, 102]"
209,209,thepictureofdoriangray,"""Safe Brindisi. Having rattling good time. Nancy."" Well, Edward was the English gentleman; but he was also, to the last, a sentimentalist, whose mind was compounded of indifferent poems and novels. He just looked up to the roof of the stable, as if he were looking to Heaven, and whispered something that I did not catch. Then he put two fingers into the waistcoat pocket of his grey, frieze suit; they came out with a little neat pen-knife--quite a small pen-knife.",romantic_reunion,"[101, 1000, 3647, 7987, 22254, 17417, 1012, 2383, 26347, 2204, 2051, 1012, 7912, 1012, 1000, 2092, 1010, 3487, 2001, 1996, 2394, 10170, 1025, 2021, 2002, 2001, 2036, 1010, 2000, 1996, 2197, 1010, 1037, 23069, 2923, 1010, 3005, 2568, 2001, 7328, 2098, 1997, 24436, 5878, 1998, 6002, 1012, 2002, 2074, 2246, 2039, 2000, 1996, 4412, 1997, 1996, 6540, 1010, 2004, 2065, 2002, 2020, 2559, 2000, 6014, 1010, 1998, 3990, 2242, 2008, 1045, 2106, 2025, 4608, 1012, 2059, 2002, 2404, 2048, 3093, 2046, 1996, 5808, 16531, 4979, 1997, 2010, 4462, 1010, 10424, 2666, 4371, 4848, 1025, 2027, 2234, 2041, 2007, 1037, 2210, 15708, 7279, 1011, 5442, 1011, 1011, 3243, 1037, 2235, 7279, 1011, 5442, 1012, 102]"
210,210,thepictureofdoriangray,"
I didn't think he was wanted in the world, let his confounded tenants, his rifle-associations, his drunkards, reclaimed and unreclaimed, get on as they liked. Not all the hundreds and hundreds of them deserved that that poor devil should go on suffering for their sakes. When he saw that I did not intend to interfere with him his eyes became soft and almost affectionate. He remarked: ""So long, old man, I must have a bit of a rest, you know.""",hopeless_empty_agony,"[101, 1045, 2134, 1005, 1056, 2228, 2002, 2001, 2359, 1999, 1996, 2088, 1010, 2292, 2010, 9530, 21001, 14665, 1010, 2010, 5883, 1011, 8924, 1010, 2010, 7144, 18117, 1010, 23119, 1998, 4895, 2890, 25154, 2098, 1010, 2131, 2006, 2004, 2027, 4669, 1012, 2025, 2035, 1996, 5606, 1998, 5606, 1997, 2068, 10849, 2008, 2008, 3532, 6548, 2323, 2175, 2006, 6114, 2005, 2037, 8739, 2015, 1012, 2043, 2002, 2387, 2008, 1045, 2106, 2025, 13566, 2000, 15115, 2007, 2032, 2010, 2159, 2150, 3730, 1998, 2471, 12242, 3686, 1012, 2002, 10783, 1024, 1000, 2061, 2146, 1010, 2214, 2158, 1010, 1045, 2442, 2031, 1037, 2978, 1997, 1037, 2717, 1010, 2017, 2113, 1012, 1000, 102]"
211,211,thepictureofdoriangray,"He looked round and saw the knife that had stabbed Basil Hallward. He had cleaned it many times, till there was no stain left upon it. It was bright, and glistened. As it had killed the painter, so it would kill the painter�s work, and all that that meant. It would kill the past, and when that was dead, he would be free. It would kill this monstrous soul-life, and without its hideous warnings, he would be at peace. He seized the thing, and stabbed the picture with it.",hopeless_empty_agony,"[101, 2002, 2246, 2461, 1998, 2387, 1996, 5442, 2008, 2018, 13263, 14732, 2534, 7652, 1012, 2002, 2018, 12176, 2009, 2116, 2335, 1010, 6229, 2045, 2001, 2053, 21101, 2187, 2588, 2009, 1012, 2009, 2001, 4408, 1010, 1998, 1043, 9863, 6675, 1012, 2004, 2009, 2018, 2730, 1996, 5276, 1010, 2061, 2009, 2052, 3102, 1996, 12499, 2147, 1010, 1998, 2035, 2008, 2008, 3214, 1012, 2009, 2052, 3102, 1996, 2627, 1010, 1998, 2043, 2008, 2001, 2757, 1010, 2002, 2052, 2022, 2489, 1012, 2009, 2052, 3102, 2023, 21668, 3969, 1011, 2166, 1010, 1998, 2302, 2049, 22293, 16234, 1010, 2002, 2052, 2022, 2012, 3521, 1012, 2002, 8243, 1996, 2518, 1010, 1998, 13263, 1996, 3861, 2007, 2009, 1012, 102]"
212,212,thepictureofdoriangray,Why is your friendship so fatal to young men? There was that wretched boy in the Guards who committed suicide. You were his great friend. ,romantic_reunion,"[101, 2339, 2003, 2115, 6860, 2061, 10611, 2000, 2402, 2273, 1029, 2045, 2001, 2008, 23277, 29574, 2879, 1999, 1996, 4932, 2040, 5462, 5920, 1012, 2017, 2020, 2010, 2307, 2767, 1012, 102]"
213,213,thepictureofdoriangray,"�To cure the soul by means of the senses, and the senses by means of the soul!� How the words rang in his ears! His soul, certainly, was sick to death. Was it true that the senses could cure it? Innocent blood had been spilled. What could atone for that? Ah! for that there was no atonement; but though forgiveness was impossible, forgetfulness was possible still, and he was determined to forget, to stamp the thing out, to crush it as one would crush the adder that had stung one.",hopeless_empty_agony,"[101, 2000, 9526, 1996, 3969, 2011, 2965, 1997, 1996, 9456, 1010, 1998, 1996, 9456, 2011, 2965, 1997, 1996, 3969, 999, 2129, 1996, 2616, 8369, 1999, 2010, 5551, 999, 2010, 3969, 1010, 5121, 1010, 2001, 5305, 2000, 2331, 1012, 2001, 2009, 2995, 2008, 1996, 9456, 2071, 9526, 2009, 1029, 7036, 2668, 2018, 2042, 13439, 1012, 2054, 2071, 2012, 5643, 2005, 2008, 1029, 6289, 999, 2005, 2008, 2045, 2001, 2053, 2012, 5643, 3672, 1025, 2021, 2295, 17213, 2001, 5263, 1010, 5293, 20938, 2001, 2825, 2145, 1010, 1998, 2002, 2001, 4340, 2000, 5293, 1010, 2000, 11359, 1996, 2518, 2041, 1010, 2000, 10188, 2009, 2004, 2028, 2052, 10188, 1996, 5587, 2121, 2008, 2018, 19280, 2028, 1012, 102]"
214,214,thepictureofdoriangray,What is it that has really happened? Some one has killed herself for love of you. I wish that I had ever had such an experience. It would have made me in love with love for the rest of my life.,romantic_reunion,"[101, 2054, 2003, 2009, 2008, 2038, 2428, 3047, 1029, 2070, 2028, 2038, 2730, 2841, 2005, 2293, 1997, 2017, 1012, 1045, 4299, 2008, 1045, 2018, 2412, 2018, 2107, 2019, 3325, 1012, 2009, 2052, 2031, 2081, 2033, 1999, 2293, 2007, 2293, 2005, 1996, 2717, 1997, 2026, 2166, 1012, 102]"
